Combo_ID,LEN
614493,23.0
614500,24.0
614503,20.0
614505,25.0
614536,23.0
614537,18.0
614539,26.0
614541,22.0
614544,27.0
614563,20.0
614567,23.0
614575,24.0
614576,25.0
614605,55.0
614647,20.0
614653,23.0
614664,35.0
614731,21.0
614788,19.0
614807,29.0
614830,27.0
614831,28.0
614838,24.0
614851,36.0
614868,33.0
614875,22.0
614897,24.0
614938,43.0
614966,20.0
614970,23.0
614989,21.0
614990,17.0
615044,17.0
615112,23.0
615125,18.0
615222,116.0
615235,22.0
615236,23.0
615271,23.0
615275,21.0
615279,20.0
615283,19.0
615294,22.0
615302,24.0
615354,87.0
615407,33.0
615508,19.0
615519,17.0
615540,22.0
615569,21.0
615577,20.0
615602,84.0
615607,25.0
615610,19.0
615616,22.0
615627,20.0
615639,23.0
615648,24.0
615717,22.0
615723,24.0
615764,19.0
615823,24.0
615881,20.0
615942,20.0
615955,28.0
615982,23.0
616008,22.0
616104,17.0
616118,17.0
616193,17.0
616221,18.0
616230,18.0
616235,18.0
616245,22.0
616246,20.0
616247,21.0
616255,24.0
616270,22.0
616332,24.0
616444,22.0
616485,22.0
616498,24.0
616522,24.0
616564,22.0
616565,22.0
616571,21.0
616572,25.0
616590,18.0
616613,29.0
616640,20.0
616677,24.0
617007,21.0
617074,18.0
617083,64.0
617098,27.0
617100,27.0
617190,31.0
617212,20.0
617275,118.0
617290,23.0
617446,21.0
617559,22.0
617571,23.0
617653,23.0
617657,68.0
617786,23.0
617800,21.0
617831,26.0
617843,25.0
617852,25.0
617856,24.0
617861,29.0
617868,19.0
617871,24.0
617992,23.0
617995,22.0
618019,43.0
618118,20.0
618121,53.0
618189,22.0
618225,21.0
618245,25.0
618267,23.0
618276,21.0
618342,23.0
618447,20.0
618481,20.0
618528,23.0
618535,23.0
618570,22.0
618622,24.0
618683,36.0
618684,79.0
618686,75.0
618705,81.0
618723,77.0
618728,23.0
618731,23.0
618874,22.0
618942,21.0
619272,21.0
619314,27.0
619348,21.0
619351,22.0
619352,110.0
619353,19.0
619360,21.0
619367,22.0
619399,23.0
619413,20.0
619426,21.0
619477,20.0
619482,22.0
619553,22.0
619649,121.0
619664,23.0
619742,22.0
619754,18.0
619782,21.0
619794,23.0
619803,20.0
619807,21.0
619811,21.0
619815,23.0
619839,21.0
619841,20.0
619847,20.0
619848,22.0
619849,21.0
619853,18.0
619854,20.0
619856,20.0
619857,18.0
619858,21.0
619859,21.0
619860,21.0
619861,23.0
619865,21.0
619866,20.0
619867,20.0
619868,21.0
619869,21.0
619870,21.0
619871,37.0
619875,21.0
619876,21.0
619877,21.0
619878,20.0
619879,21.0
619882,20.0
619884,20.0
619885,20.0
619886,20.0
619887,20.0
619888,20.0
619889,20.0
619893,20.0
619894,20.0
619895,20.0
619896,21.0
619897,21.0
619898,21.0
619899,21.0
619900,21.0
619901,21.0
619903,4858.0
619904,25.0
619905,20.0
619907,19.0
619917,19.0
619918,20.0
619919,19.0
619922,20.0
619924,20.0
619925,20.0
619926,19.0
619927,20.0
619928,20.0
619930,20.0
619934,20.0
619936,18.0
619937,21.0
619938,21.0
619939,21.0
619940,21.0
619941,19.0
619943,15.0
619944,20.0
619945,16.0
619946,21.0
619947,21.0
619948,21.0
619951,21.0
619952,20.0
619955,19.0
619956,20.0
619957,20.0
619958,18.0
619959,21.0
619960,20.0
619965,20.0
619966,21.0
619967,20.0
619968,19.0
619969,20.0
619970,20.0
619971,20.0
619972,21.0
619973,20.0
619974,20.0
619975,21.0
619976,21.0
619977,20.0
619978,21.0
619979,16.0
619980,20.0
619982,19.0
619983,20.0
619984,20.0
619985,21.0
619986,19.0
619987,20.0
619989,19.0
619992,20.0
619993,20.0
619994,21.0
619995,19.0
620000,20.0
620001,20.0
620002,20.0
620003,20.0
620004,19.0
620006,21.0
620009,20.0
620010,21.0
620011,20.0
620013,20.0
620015,19.0
620016,21.0
620017,20.0
620018,19.0
620019,21.0
620021,20.0
620023,20.0
620024,21.0
620025,21.0
620031,21.0
620032,21.0
620035,21.0
620036,21.0
620038,21.0
620039,21.0
620040,21.0
620041,20.0
620042,20.0
620044,16.0
620045,20.0
620046,18.0
620047,19.0
620048,20.0
620049,19.0
620050,21.0
620051,19.0
620055,20.0
620056,20.0
620057,21.0
620059,21.0
620060,20.0
620061,20.0
620062,20.0
620063,20.0
620064,21.0
620066,21.0
620069,17.0
620070,20.0
620072,20.0
620073,21.0
620074,20.0
620075,21.0
620076,20.0
620077,20.0
620078,20.0
620079,20.0
620080,22.0
620081,21.0
620082,21.0
620083,19.0
620085,21.0
620086,20.0
620087,20.0
620088,20.0
620089,21.0
620090,21.0
620094,20.0
620096,20.0
620097,20.0
620099,19.0
620100,21.0
620101,21.0
620102,19.0
620103,21.0
620104,21.0
620105,20.0
620106,20.0
620107,21.0
620109,21.0
620110,21.0
620111,21.0
620112,17.0
620113,20.0
620114,21.0
620115,20.0
620118,20.0
620119,20.0
620120,19.0
620121,21.0
620122,21.0
620124,20.0
620125,20.0
620126,19.0
620128,20.0
620129,20.0
620132,20.0
620133,20.0
620134,21.0
620136,38.0
620137,20.0
620138,21.0
620140,96.0
620144,19.0
620146,20.0
620147,20.0
620152,21.0
620156,114.0
620157,17.0
620158,20.0
620160,20.0
620161,20.0
620162,20.0
620163,21.0
620164,21.0
620165,21.0
620167,20.0
620169,21.0
620170,20.0
620172,21.0
620173,19.0
620174,20.0
620175,18.0
620179,20.0
620181,20.0
620183,20.0
620185,21.0
620186,20.0
620187,20.0
620191,16.0
620193,21.0
620194,21.0
620196,20.0
620197,20.0
620199,17.0
620200,18.0
620202,20.0
620204,21.0
620205,20.0
620206,21.0
620208,21.0
620209,20.0
620210,22.0
620211,21.0
620212,20.0
620213,21.0
620214,21.0
620215,21.0
620218,21.0
620220,22.0
620221,20.0
620222,23.0
620223,16.0
620224,21.0
620225,23.0
620226,16.0
620227,20.0
620228,20.0
620229,21.0
620230,20.0
620231,20.0
620233,21.0
620236,19.0
620237,20.0
620238,21.0
620239,20.0
620240,21.0
620241,22.0
620242,22.0
620243,23.0
620244,21.0
620245,21.0
620246,21.0
620247,20.0
620248,21.0
620249,22.0
620250,22.0
620251,21.0
620252,21.0
620253,18.0
620254,19.0
620255,20.0
620256,20.0
620257,22.0
620258,21.0
620259,20.0
620260,22.0
620261,19.0
620262,21.0
620263,21.0
620264,21.0
620265,16.0
620266,22.0
620267,21.0
620268,21.0
620271,21.0
620272,20.0
620274,20.0
620275,20.0
620277,21.0
620279,19.0
620280,19.0
620282,90.0
620284,21.0
620285,20.0
620287,21.0
620289,21.0
620290,20.0
620291,20.0
620292,100.0
620294,99.0
620295,20.0
620296,21.0
620298,22.0
620300,20.0
620301,21.0
620304,19.0
620305,21.0
620306,22.0
620308,22.0
620309,20.0
620310,19.0
620311,20.0
620313,20.0
620315,19.0
620316,21.0
620317,21.0
620319,21.0
620320,21.0
620322,90.0
620323,21.0
620324,22.0
620327,18.0
620380,16.0
620482,18.0
620513,21.0
620517,20.0
620519,18.0
620522,20.0
620524,19.0
620529,18.0
620535,17.0
620591,24.0
620611,25.0
620687,21.0
620708,19.0
620722,21.0
620724,17.0
620773,21.0
620777,18.0
620810,66.0
620817,22.0
620833,23.0
620871,52.0
620875,79.0
620877,79.0
620899,18.0
621098,21.0
621102,22.0
621154,21.0
621171,19.0
621197,23.0
621201,25.0
621310,23.0
621337,20.0
621364,23.0
621408,21.0
621425,18.0
621510,24.0
621513,20.0
621523,19.0
621538,24.0
621558,20.0
621581,23.0
621584,23.0
621601,18.0
621673,20.0
621674,21.0
621675,19.0
621861,24.0
621868,24.0
621904,25.0
621911,22.0
621935,36.0
621947,34.0
621952,22.0
621997,32.0
622028,24.0
622029,19.0
622057,25.0
622069,25.0
622278,23.0
622286,20.0
622306,56.0
622309,32.0
622317,35.0
622319,33.0
622330,31.0
622333,22.0
622353,20.0
622362,33.0
622393,27.0
622429,25.0
622438,24.0
622466,22.0
622504,25.0
622505,35.0
622506,36.0
622507,32.0
622509,35.0
622529,24.0
622789,66.0
622807,21.0
622921,21.0
623061,21.0
623085,18.0
623122,92.0
623123,47.0
623128,35.0
623136,21.0
623137,21.0
623138,21.0
623140,21.0
623141,20.0
623142,20.0
623223,22.0
623553,22.0
623562,23.0
623581,22.0
623582,22.0
623583,24.0
623592,21.0
623646,22.0
623648,23.0
623681,21.0
623784,24.0
623811,23.0
623829,24.0
623858,19.0
623950,21.0
623952,20.0
624090,24.0
624116,45.0
624118,34.0
624124,36.0
624137,36.0
624139,36.0
624141,35.0
624142,35.0
624143,34.0
624144,39.0
624146,36.0
624147,35.0
624276,21.0
624351,20.0
624411,18.0
624464,19.0
624537,21.0
624605,20.0
624721,19.0
624751,23.0
624775,23.0
624791,23.0
624829,18.0
624852,93.0
624881,21.0
624898,16.0
624981,33.0
624997,20.0
625104,22.0
625105,23.0
625106,24.0
625107,23.0
625108,23.0
625145,17.0
625232,21.0
625234,23.0
625265,24.0
625292,23.0
625340,21.0
625364,25.0
625489,21.0
625533,25.0
625579,22.0
625645,23.0
625651,23.0
625680,22.0
625722,23.0
625733,25.0
625808,22.0
625809,23.0
625810,22.0
625830,17.0
625970,35.0
626047,24.0
626078,31.0
626103,23.0
626107,23.0
626153,23.0
626355,22.0
626405,20.0
626406,19.0
626407,21.0
626408,70.0
626409,20.0
626410,20.0
626411,21.0
626412,20.0
626413,22.0
626414,22.0
626523,24.0
626540,48.0
626552,54.0
626563,25.0
626566,66.0
626567,31.0
626576,72.0
626585,46.0
626598,20.0
626600,46.0
626611,63.0
626625,19.0
626627,19.0
626639,20.0
626687,44.0
626689,21.0
626816,57.0
626825,62.0
626829,19.0
626834,56.0
626838,69.0
626841,17.0
626856,17.0
626887,43.0
627169,21.0
627175,21.0
627220,23.0
627254,24.0
627282,21.0
627332,21.0
627337,21.0
627339,21.0
627609,22.0
627711,20.0
627747,22.0
627805,22.0
627815,20.0
627932,23.0
628072,73.0
628102,24.0
628107,15.0
628115,24.0
628121,23.0
628122,48.0
628127,24.0
628140,22.0
628186,24.0
628201,36.0
628318,23.0
628592,21.0
628601,21.0
628733,21.0
629000,20.0
629081,122.0
629082,115.0
629083,112.0
629090,23.0
629110,111.0
629124,23.0
629128,30.0
629137,124.0
629153,69.0
629184,22.0
629211,29.0
629225,36.0
629249,24.0
629296,20.0
629322,23.0
629377,22.0
629399,22.0
629411,19.0
629451,25.0
629477,25.0
629598,18.0
629610,34.0
629644,21.0
629684,23.0
630082,22.0
630191,28.0
630265,22.0
630266,22.0
630269,22.0
630270,31.0
630281,21.0
630882,23.0
630899,22.0
631036,22.0
631255,77.0
631279,23.0
631365,21.0
631575,22.0
631704,21.0
631710,38.0
631733,27.0
631803,22.0
631835,79.0
631840,22.0
631852,18.0
631883,22.0
631896,33.0
631897,33.0
631901,30.0
632051,31.0
632053,20.0
632094,23.0
632216,18.0
632376,16.0
632601,22.0
632691,21.0
632767,23.0
632990,60.0
633171,21.0
633627,23.0
633646,22.0
633678,22.0
633680,26.0
633787,21.0
633954,24.0
633990,23.0
634030,23.0
634099,22.0
634103,26.0
634260,22.0
634285,17.0
634356,23.0
634676,22.0
634748,21.0
634832,20.0
635009,16.0
635023,23.0
635256,20.0
635435,22.0
635439,21.0
635573,44.0
635611,25.0
635619,19.0
635775,67.0
636337,21.0
636568,17.0
636783,15.0
636832,22.0
637009,24.0
637021,26.0
637301,21.0
637313,20.0
637316,21.0
637389,22.0
637391,21.0
637392,56.0
637397,21.0
637441,23.0
637621,23.0
638306,21.0
638505,22.0
638550,23.0
638750,20.0
638803,20.0
638915,23.0
639281,16.0
639440,19.0
639586,21.0
639855,21.0
639910,34.0
639958,23.0
640010,23.0
640286,18.0
640384,61.0
640715,17.0
640729,21.0
640780,26.0
640945,24.0
640950,21.0
641124,24.0
641798,22.0
641875,16.0
641932,20.0
642196,18.0
642234,24.0
642249,31.0
642816,24.0
642963,22.0
643681,23.0
644021,85.0
644045,37.0
644048,31.0
644135,21.0
644149,52.0
644225,22.0
644398,15.0
645843,20.0
645951,23.0
646557,22.0
646578,22.0
646829,20.0
646882,24.0
647022,85.0
647309,23.0
648467,23.0
648532,61.0
648614,66.0
648836,21.0
649164,17.0
649302,22.0
649365,24.0
649813,80.0
649814,70.0
649862,29.0
650354,22.0
650671,21.0
650677,20.0
650922,18.0
650931,80.0
651280,20.0
700244,50.0
700273,16.0
700283,20.0
701744,67.0
702874,25.0
800152,21.0
800303,20.0
800356,19.0
800517,25.0
800785,19.0
800798,23.0
800809,22.0
800830,24.0
800843,18.0
800875,22.0
800970,21.0
800972,24.0
801021,18.0
801046,23.0
801050,24.0
801146,21.0
801286,16.0
801337,21.0
801394,22.0
801397,20.0
801469,21.0
801489,22.0
801549,22.0
801577,20.0
801656,45.0
801704,20.0
801734,21.0
801811,16.0
801840,22.0
801955,23.0
802175,22.0
802329,63.0
802331,20.0
802445,31.0
802455,23.0
802758,22.0
802787,21.0
802799,22.0
802802,28.0
802822,23.0
802842,20.0
803164,22.0
803241,20.0
803465,88.0
803495,21.0
803520,22.0
803547,21.0
803848,22.0
803879,21.0
804031,20.0
804042,21.0
804050,23.0
804053,74.0
804090,23.0
804122,57.0
804155,20.0
804174,22.0
804195,24.0
804205,23.0
804224,22.0
804481,23.0
804522,22.0
804552,22.0
804655,21.0
804782,21.0
805032,23.0
805118,18.0
805134,21.0
805135,61.0
805360,17.0
805426,23.0
805455,20.0
805474,22.0
805565,21.0
805650,22.0
805793,23.0
805803,27.0
805894,25.0
805914,23.0
805941,31.0
806050,21.0
806134,22.0
806154,23.0
806189,21.0
806397,20.0
806442,20.0
806473,72.0
806476,20.0
806643,19.0
806657,26.0
807195,22.0
807275,24.0
807397,20.0
807428,34.0
807641,15.0
807721,22.0
808126,17.0
808169,21.0
808212,50.0
808273,17.0
808425,18.0
808475,98.0
808476,17.0
808558,37.0
808587,20.0
808647,24.0
808688,21.0
808718,24.0
808789,20.0
808811,22.0
808833,22.0
809034,22.0
809378,24.0
809394,78.0
809433,21.0
809476,22.0
809568,23.0
809570,20.0
809667,21.0
809687,23.0
809833,18.0
809942,22.0
810276,37.0
810297,21.0
905200,30.0
905773,49.0
908192,27.0
312048110504901,111.0
312109110352501,35.0
312248109323801,23.0
312426110540201,71.0
312433109344901,19.0
312633111023301,82.0
312712110152101,25.0
312923109434901,18.0
313305111174901,49.0
313433111201601,48.0
313444110211701,38.0
313506111210901,46.0
313639110183501,71.0
313706110171601,75.0
313729110182501,68.0
313808110083801,23.0
313826109402301,19.0
314039109391501,22.0
314239110204301,36.0
314358109414801,21.0
314413111030001,114.0
314750109024501,23.0
314854109025601,23.0
314927110010301,26.0
314935109015901,19.0
315012109030401,21.0
315254112490201,68.0
315734110221301,23.0
315816109494501,22.0
315836109011501,23.0
315840110463701,24.0
315846109011601,21.0
320051109050601,22.0
320248109454501,16.0
320330109475101,20.0
320402110502802,23.0
320402110502803,23.0
320445109302401,19.0
320732110492201,23.0
320732110492202,23.0
320732110492203,23.0
321016109095601,24.0
321017110171401,25.0
321229110553201,23.0
321229110553202,23.0
321229110553203,19.0
321229110553204,22.0
321303109435201,21.0
321637109235401,17.0
321857109170101,23.0
322003110283701,24.0
322008109523401,23.0
322116109262201,40.0
322349109580601,20.0
322434110562501,19.0
322737114415301,34.0
323133114475501,240.0
323425109022101,20.0
323438108514601,19.0
323555108581601,21.0
323602114480401,21.0
323840114320101,21.0
323900112130201,22.0
323938108541901,20.0
323942111030201,19.0
324035111412301,26.0
324113109415401,74.0
324131112130401,22.0
324208110393301,23.0
324208112172401,22.0
324212114274801,23.0
324216111421901,16.0
324229114014601,20.0
324320111350801,23.0
324401112133801,22.0
324405111330101,22.0
324418110350001,22.0
324430111371501,22.0
324523111260701,23.0
324523111260702,23.0
324537111331101,18.0
324548111305601,23.0
324548111363901,24.0
324640111401001,23.0
324707111241901,22.0
324707111241902,22.0
324754112151201,23.0
324757111350501,23.0
324824110413801,21.0
324825111442301,25.0
324917111353601,22.0
324919110585701,23.0
324929113475501,36.0
324953112151401,81.0
325007111244801,24.0
325007111244802,24.0
325012111434801,26.0
325045109384101,21.0
325117111342801,82.0
325117113471701,35.0
325120112154501,23.0
325130111490701,23.0
325243111263901,23.0
325243111264001,19.0
325256111514001,24.0
325256111514002,22.0
325300113455201,22.0
325353113321101,22.0
325356113214201,22.0
325432111350401,20.0
325433112002001,22.0
325513110441001,22.0
325542112053301,24.0
325712111383001,19.0
325746111595201,25.0
325748112045101,37.0
325813112345301,36.0
325841114155401,21.0
325908111355701,25.0
325920112533201,34.0
330001112070101,18.0
330128109572301,15.0
330332112041401,20.0
330355112073001,23.0
330435111212601,58.0
330435111212602,58.0
330444112035501,17.0
330515111245601,60.0
330515112144101,22.0
330604112403101,21.0
330700112181801,23.0
330757111263401,21.0
331007112390801,16.0
331042111254301,23.0
331042111254302,23.0
331057112235801,23.0
331143112450801,21.0
331324111370001,23.0
331329111301201,42.0
331329111301202,59.0
331329111301203,58.0
331333112443001,21.0
331337112383401,20.0
331435112230201,22.0
331703111303401,56.0
331703111303402,55.0
331703111303403,55.0
331953111315001,18.0
331953111315002,21.0
332005113022801,22.0
332032111591201,21.0
332113112351301,23.0
332216113050501,22.0
332236112452001,25.0
332238112385901,21.0
332308111345001,59.0
332308111345002,60.0
332308111345003,59.0
332424112173501,22.0
332506111321101,17.0
332820113101201,21.0
332924112433301,23.0
333009111560401,27.0
333052112202401,24.0
333057113060701,25.0
333125114065901,22.0
333135112032501,65.0
333239112240301,22.0
333330112205801,21.0
333447111402901,19.0
333746111403101,26.0
333817112154801,20.0
333859114291701,59.0
334112112371601,19.0
334326113303401,22.0
334354111395001,19.0
334408113313401,23.0
334557113393201,22.0
334729113334201,49.0
334818113350001,75.0
334930109044701,20.0
335028112163001,21.0
335052111564701,21.0
335053113224001,22.0
335303112391601,25.0
335317112042701,23.0
335635113493001,39.0
340135109270001,24.0
340338112092701,17.0
340440112443601,24.0
340628109525301,29.0
340630109530001,29.0
340736109574801,29.0
340829109571601,29.0
340832109581101,29.0
340903109582602,26.0
340932111204001,19.0
341418111194901,82.0
341714112431801,29.0
342408111270301,65.0
342753113511901,30.0
343015109234801,22.0
343712114034501,17.0
343847112190401,23.0
343909112163201,20.0
344040113351001,24.0
344136112205601,15.0
344424114144301,25.0
344704112291601,23.0
344809112275201,23.0
344957111463102,22.0
345205112240601,63.0
