index,CAP,GW,Mix,No_CAP,Res,SW
1973,262.32345945945946,208.00654088050314,81.63777777777779,122.36749999999999,17.91,78.28333333333333
1974,277.0894230769231,206.0679487179487,113.819,143.62425000000002,28.05,55.37166666666667
1975,278.70196721311476,189.9279746835443,93.74000000000001,139.0053125,49.635000000000005,64.188
1976,257.19373333333334,198.13378378378377,110.3975,134.745,48.67,54.37833333333333
1977,290.48463157894736,191.31674556213017,78.739,124.59615384615384,48.94,51.03857142857142
1978,268.21356382978723,170.68826530612245,81.12222222222222,142.07883720930232,17.08,52.47
1979,290.20163461538465,206.03741463414633,51.26428571428572,138.3163157894737,51.37,54.60285714285715
1980,278.8675784753363,238.524358974359,104.06500000000001,131.21481481481482,30.360000000000003,50.631428571428565
1981,249.82406320541762,178.14534391534391,72.97777777777777,149.83,45.385000000000005,51.90428571428571
1982,248.06651639344264,217.13582914572865,76.1288888888889,142.27690476190477,52.5,54.214285714285715
1983,289.5805899705015,208.19372294372295,98.01538461538462,132.17020408163265,16.9,53.785714285714285
1984,272.29917948717946,202.018410041841,163.61055555555558,141.62980392156862,42.07,59.333333333333336
1985,271.9152093802345,221.1978515625,128.198125,144.00411764705882,34.63333333333333,52.1
1986,270.12211093990754,201.31857723577238,168.7911111111111,145.75788461538463,39.574999999999996,44.96666666666667
1987,270.2836927621861,214.1911475409836,190.68045454545455,137.75677966101694,45.974000000000004,51.15
1988,293.3703578528827,210.2729304029304,185.34227272727273,147.4642105263158,44.239999999999995,46.41111111111111
1989,279.4003495145631,194.84633116883117,192.9208695652174,161.2989090909091,46.1,52.325
1990,265.43628683693515,202.897593220339,202.2274074074074,152.08857142857144,44.00333333333333,89.49222222222222
1991,272.0468372703412,234.4704435483871,272.7938461538462,175.68022727272728,42.9,96.56666666666666
1992,275.9135569105691,207.26555263157897,220.96307692307693,142.79622641509434,47.2,79.62727272727273
1993,265.8412337662338,214.34829201101925,211.18428571428572,176.69098591549294,41.4,94.1888888888889
1994,269.46803889789305,216.00372365339578,197.7407142857143,187.44205128205127,41.50428571428571,94.56666666666666
